@relation dataObj

@attribute Earliest_PLV_Ch numeric
@attribute Duration_PLV_Pos_ch numeric
@attribute Peak_PLV_ch numeric
@attribute Average_PLV_ch numeric
@attribute Class_resected_channel numeric

@data
0,0,0.054012,0.030372,0
0,0,0.068677,0.028061,0
0,0,0.048271,0.021174,0
0,0,0.057725,0.028709,0
0,0,0.058125,0.036402,0
0,0,0.068949,0.03273,0
0,0,0.099103,0.044298,1
0,0,0.074527,0.044587,1
0,0,0.067643,0.028857,1
0,0,0.081785,0.030562,1
0,0,0.078798,0.032973,1
0,0,0.071851,0.030766,1
0,0,0.079435,0.034981,1
0,0,0.100891,0.057118,1
0,0,0.107764,0.04641,1
0,0,0.060007,0.034437,1
0,0,0.062072,0.033659,1
0,0,0.059769,0.040934,1
0,0,0.065111,0.033453,0
0,0,0.075456,0.029356,0
0,0,0.061236,0.030713,0
0,0,0.084026,0.042904,1
0,0,0.07258,0.035825,1
0,0,0.0664,0.033974,1
0,0,0.070132,0.043534,1
0,0,0.07049,0.033388,1
0,0,0.091119,0.04552,1
0,0,0.039567,0.01808,1
0,0,0.058153,0.036748,1
0,0,0.068433,0.032434,1
0,0,0.058721,0.031967,1
0,0,0.084635,0.044394,0
0,0,0.092509,0.038516,0
0,0,0.072528,0.040758,0
0,0,0.096248,0.05192,0
0,0,0.081295,0.047187,0
0,0,0.064531,0.033197,1
0,0,0.057455,0.036275,1
0,0,0.076364,0.041405,1
0,0,0.079019,0.04096,1
0,0,0.048096,0.02985,0
0,0,0.085019,0.045051,0
0,0,0.088144,0.042863,0
0,0,0.054154,0.032577,0
0,0,0.060795,0.034375,0
0,0,0.08119,0.036922,0
0,0,0.062448,0.029159,1
0,0,0.056527,0.037837,1
0,0,0.064384,0.031772,1
0,0,0.072282,0.040092,1
0,0,0.130364,0.033702,1
0,0,0.058202,0.033671,1
0,0,0.120624,0.041481,1
1,2,0.195627,0.07408,1
